day,id,is_bot,star_score,gems,potions,legendary_souls,reincarnation_medals,bandit_shield

09/04/2020, 1,     ,3,  , , , ,
09/04/2020, 2, True,3,25,0,2,0,False
09/04/2020, 3, True,3,23,0,2,0,True
09/04/2020, 4,False,0, 0,0,0,0,False
09/04/2020, 5, True,3,19,0,2,0,False
09/04/2020, 6,False,3,17,0,3,0,False
09/04/2020, 7, True,3,23,0,2,3,False
09/04/2020, 8, True,3,  ,0, , ,True
09/04/2020, 9, True,3,17,1,2,0,False
09/04/2020,10,False,3, 0,1,2,0,False
09/04/2020,11, True,3, 0,0,2,0,True
09/04/2020,12, True,3, 0,0,2,3,True
09/04/2020,13, True,3,21,0,0,0,False
09/04/2020,14, True,3, 0,0,3,0,False
09/04/2020,15, True,3,14,1,0,0,False

10/04/2020,1,True,3,19,1,3,0,True
10/04/2020,2,True,3,0,1,0,0,False
10/04/2020,3,True,3,0,1,3,3,True
10/04/2020,4,True,3,0,0,2,3,True
10/04/2020,5,True,3,0,1,0,3,False
10/04/2020,6,False,1,21,0,3,3,False
10/04/2020,7,True,2,14,0,3,2,True
10/04/2020,8,True,3,0,0,2,3,False
10/04/2020,9,True,3,0,0,2,0,False
10/04/2020,10,True,3,17,1,0,3,True
10/04/2020,11,True,3,0,0,0,3,False
10/04/2020,12,True,3,24,0,2,0,False
10/04/2020,13,True,3,19,0,3,3,True
10/04/2020,14,True,3,17,0,0,0,False
10/04/2020,15,True,3,0,0,0,0,False
10/04/2020,16,False,0,0,0,0,0,False
10/04/2020,17,True,3,0,0,3,0,True
10/04/2020,18,True,3,0,0,0,0,False
10/04/2020,19,True,3,0,0,0,0,True
10/04/2020,20,True,3,0,0,0,0,False
10/04/2020,21,True,3,19,0,0,0,True
10/04/2020,22,True,3,0,0,0,0,True
10/04/2020,23,True,3,0,0,0,0,False
10/04/2020,24,True,3,0,0,0,0,True
10/04/2020,25,True,3,0,0,0,0,False
10/04/2020,26,True,3,0,0,0,0,False
10/04/2020,27,True,3,0,0,0,0,True
10/04/2020,28,True,3,0,0,0,0,False
10/04/2020,29,True,3,0,0,0,0,True
10/04/2020,30,True,3,0,0,0,0,False

11/04/2020, 1,False,3,19,0,2,2,True
11/04/2020, 2,False,3, 0,1,3,0,False

12/04/2020, 1, True,3,  , , , ,False
12/04/2020, 2, True,3,18,0,3,0,True
12/04/2020, 3, True,3,22,1,2,2,True
12/04/2020, 4, True,3,16,0,0,0,True
